County name,State,FIPS,Population (2019),,,
Schuyler County, New York,36097,"17,807",,,
Seneca County, New York,36099,"34,016",,,
St Lawrence County, New York,36089,"107,740",,,
Steuben County, New York,36101,"95,379",,,
Suffolk County, New York,36103,"1,476,601",,,
Sullivan County, New York,36105,"75,432",,,
Tioga County, New York,36107,"48,203",,,
Tompkins County, New York,36109,"102,180",,,
Ulster County, New York,36111,"177,573",,,
Warren County, New York,36113,"63,944",,,
Washington County, New York,36115,"61,204",,,
Wayne County, New York,36117,"89,918",,,
Westchester County, New York,36119,"967,506",,,
Wyoming County, New York,36121,"39,859",,,
Yates County, New York,36123,"24,913",,,
Alamance County, North Carolina,37001,"169,509",,,
Alexander County, North Carolina,37003,"37,497",,,
Alleghany County, North Carolina,37005,"11,137",,,
Anson County, North Carolina,37007,"24,446",,,
Ashe County, North Carolina,37009,"27,203",,,
Avery County, North Carolina,37011,"17,557",,,
Beaufort County, North Carolina,37013,"46,994",,,
Bertie County, North Carolina,37015,"18,947",,,
Bladen County, North Carolina,37017,"32,722",,,
Brunswick County, North Carolina,37019,"142,820",,,
Buncombe County, North Carolina,37021,"261,191",,,
Burke County, North Carolina,37023,"90,485",,,
Cabarrus County, North Carolina,37025,"216,453",,,
Caldwell County, North Carolina,37027,"82,178",,,
Camden County, North Carolina,37029,"10,867",,,
Carteret County, North Carolina,37031,"69,473",,,
Caswell County, North Carolina,37033,"22,604",,,
Catawba County, North Carolina,37035,"159,551",,,
Chatham County, North Carolina,37037,"74,470",,,
Cherokee County, North Carolina,37039,"28,612",,,
Chowan County, North Carolina,37041,"13,943",,,
Clay County, North Carolina,37043,"11,231",,,
Cleveland County, North Carolina,37045,"97,947",,,
Columbus County, North Carolina,37047,"55,508",,,
Craven County, North Carolina,37049,"102,139",,,
Cumberland County, North Carolina,37051,"335,509",,,
Currituck County, North Carolina,37053,"27,763",,,
Dare County, North Carolina,37055,"37,009",,,
Davidson County, North Carolina,37057,"167,609",,,
Davie County, North Carolina,37059,"42,846",,,
Duplin County, North Carolina,37061,"58,741",,,
Durham County, North Carolina,37063,"321,488",,,
Edgecombe County, North Carolina,37065,"51,472",,,
Forsyth County, North Carolina,37067,"382,295",,,
Franklin County, North Carolina,37069,"69,685",,,
Gaston County, North Carolina,37071,"224,529",,,
Gates County, North Carolina,37073,"11,562",,,
Graham County, North Carolina,37075,"8,441",,,
Granville County, North Carolina,37077,"60,443",,,
Greene County, North Carolina,37079,"21,069",,,
Guilford County, North Carolina,37081,"537,174",,,
Halifax County, North Carolina,37083,"50,010",,,
Harnett County, North Carolina,37085,"135,976",,,
Haywood County, North Carolina,37087,"62,317",,,
Henderson County, North Carolina,37089,"117,417",,,
Hertford County, North Carolina,37091,"23,677",,,
Hoke County, North Carolina,37093,"55,234",,,
Hyde County, North Carolina,37095,"4,937",,,
Iredell County, North Carolina,37097,"181,806",,,
Jackson County, North Carolina,37099,"43,938",,,
Johnston County, North Carolina,37101,"209,339",,,
Jones County, North Carolina,37103,"9,419",,,
Lee County, North Carolina,37105,"61,779",,,
Lenoir County, North Carolina,37107,"55,949",,,
Lincoln County, North Carolina,37109,"86,111",,,
Macon County, North Carolina,37113,"35,858",,,
Madison County, North Carolina,37115,"21,755",,,
Martin County, North Carolina,37117,"22,440",,,
McDowell County, North Carolina,37111,"45,756",,,
Mecklenburg County, North Carolina,37119,"1,110,356",,,
Mitchell County, North Carolina,37121,"14,964",,,
Montgomery County, North Carolina,37123,"27,173",,,
Moore County, North Carolina,37125,"100,880",,,
Nash County, North Carolina,37127,"94,298",,,
New Hanover County, North Carolina,37129,"234,473",,,
Northampton County, North Carolina,37131,"19,483",,,
Onslow County, North Carolina,37133,"197,938",,,
Orange County, North Carolina,37135,"148,476",,,
Pamlico County, North Carolina,37137,"12,726",,,
Pasquotank County, North Carolina,37139,"39,824",,,
Pender County, North Carolina,37141,"63,060",,,
Perquimans County, North Carolina,37143,"13,463",,,
Person County, North Carolina,37145,"39,490",,,
Pitt County, North Carolina,37147,"180,742",,,
Polk County, North Carolina,37149,"20,724",,,
Randolph County, North Carolina,37151,"143,667",,,
Richmond County, North Carolina,37153,"44,829",,,
Robeson County, North Carolina,37155,"130,625",,,
Rockingham County, North Carolina,37157,"91,010",,,
Rowan County, North Carolina,37159,"142,088",,,
Rutherford County, North Carolina,37161,"67,029",,,
Sampson County, North Carolina,37163,"63,531",,,
Scotland County, North Carolina,37165,"34,823",,,
Stanly County, North Carolina,37167,"62,806",,,
Stokes County, North Carolina,37169,"45,591",,,
Surry County, North Carolina,37171,"71,783",,,
Swain County, North Carolina,37173,"14,271",,,
Transylvania County, North Carolina,37175,"34,385",,,
Tyrrell County, North Carolina,37177,"4,016",,,
Union County, North Carolina,37179,"239,859",,,
Vance County, North Carolina,37181,"44,535",,,
Wake County, North Carolina,37183,"1,111,761",,,
Warren County, North Carolina,37185,"19,731",,,
Washington County, North Carolina,37187,"11,580",,,
Watauga County, North Carolina,37189,"56,177",,,
Wayne County, North Carolina,37191,"123,131",,,
Wilkes County, North Carolina,37193,"68,412",,,
Wilson County, North Carolina,37195,"81,801",,,
Yadkin County, North Carolina,37197,"37,667",,,
Yancey County, North Carolina,37199,"18,069",,,
Adams County, North Dakota,38001,"2,216",,,
Barnes County, North Dakota,38003,"10,415",,,
Benson County, North Dakota,38005,"6,832",,,
Billings County, North Dakota,38007,928,,,
Bottineau County, North Dakota,38009,"6,282",,,
Bowman County, North Dakota,38011,"3,024",,,
Burke County, North Dakota,38013,"2,115",,,
Burleigh County, North Dakota,38015,"95,626",,,
Cass County, North Dakota,38017,"181,923",,,
Cavalier County, North Dakota,38019,"3,762",,,
Dickey County, North Dakota,38021,"4,872",,,
Divide County, North Dakota,38023,"2,264",,,
Dunn County, North Dakota,38025,"4,424",,,
Eddy County, North Dakota,38027,"2,287",,,
Emmons County, North Dakota,38029,"3,241",,,
Foster County, North Dakota,38031,"3,210",,,
Golden Valley County, North Dakota,38033,"1,761",,,
Grand Forks County, North Dakota,38035,"69,451",,,
Grant County, North Dakota,38037,"2,274",,,
Griggs County, North Dakota,38039,"2,231",,,
Hettinger County, North Dakota,38041,"2,499",,,
Kidder County, North Dakota,38043,"2,480",,,
LaMoure County, North Dakota,38045,"4,046",,,
Logan County, North Dakota,38047,"1,850",,,
McHenry County, North Dakota,38049,"5,745",,,
McIntosh County, North Dakota,38051,"2,497",,,
McKenzie County, North Dakota,38053,"15,024",,,
McLean County, North Dakota,38055,"9,450",,,
Mercer County, North Dakota,38057,"8,187",,,
Morton County, North Dakota,38059,"31,364",,,
Mountrail County, North Dakota,38061,"10,545",,,
Nelson County, North Dakota,38063,"2,879",,,
Oliver County, North Dakota,38065,"1,959",,,
Pembina County, North Dakota,38067,"6,801",,,
Pierce County, North Dakota,38069,"3,975",,,
Ramsey County, North Dakota,38071,"11,519",,,
Ransom County, North Dakota,38073,"5,218",,,
Renville County, North Dakota,38075,"2,327",,,
Richland County, North Dakota,38077,"16,177",,,
Rolette County, North Dakota,38079,"14,176",,,
Sargent County, North Dakota,38081,"3,898",,,
Sheridan County, North Dakota,38083,"1,315",,,
Sioux County, North Dakota,38085,"4,230",,,
Slope County, North Dakota,38087,750,,,
Stark County, North Dakota,38089,"31,489",,,
Steele County, North Dakota,38091,"1,890",,,
Stutsman County, North Dakota,38093,"20,704",,,
Towner County, North Dakota,38095,"2,189",,,
Traill County, North Dakota,38097,"8,036",,,
Walsh County, North Dakota,38099,"10,641",,,
Ward County, North Dakota,38101,"67,641",,,
Wells County, North Dakota,38103,"3,834",,,
Williams County, North Dakota,38105,"37,589",,,
Adams County, Ohio,39001,"27,698",,,
Allen County, Ohio,39003,"102,351",,,
Ashland County, Ohio,39005,"53,484",,,
Ashtabula County, Ohio,39007,"97,241",,,
Athens County, Ohio,39009,"65,327",,,
Auglaize County, Ohio,39011,"45,656",,,
Belmont County, Ohio,39013,"67,006",,,
Brown County, Ohio,39015,"43,432",,,
Butler County, Ohio,39017,"383,134",,,
Carroll County, Ohio,39019,"26,914",,,
Champaign County, Ohio,39021,"38,885",,,
Clark County, Ohio,39023,"134,083",,,
Clermont County, Ohio,39025,"206,428",,,
Clinton County, Ohio,39027,"41,968",,,
Columbiana County, Ohio,39029,"101,883",,,
Coshocton County, Ohio,39031,"36,600",,,
Crawford County, Ohio,39033,"41,494",,,
Cuyahoga County, Ohio,39035,"1,235,072",,,
Darke County, Ohio,39037,"51,113",,,
Defiance County, Ohio,39039,"38,087",,,
Delaware County, Ohio,39041,"209,177",,,
Erie County, Ohio,39043,"74,266",,,
Fairfield County, Ohio,39045,"157,574",,,
Fayette County, Ohio,39047,"28,525",,,
Franklin County, Ohio,39049,"1,316,756",,,
Fulton County, Ohio,39051,"42,126",,,
Gallia County, Ohio,39053,"29,898",,,
Geauga County, Ohio,39055,"93,649",,,
Greene County, Ohio,39057,"168,937",,,
Guernsey County, Ohio,39059,"38,875",,,
Hamilton County, Ohio,39061,"817,473",,,
Hancock County, Ohio,39063,"75,783",,,
Hardin County, Ohio,39065,"31,365",,,
Harrison County, Ohio,39067,"15,040",,,
Henry County, Ohio,39069,"27,006",,,
Highland County, Ohio,39071,"43,161",,,
Hocking County, Ohio,39073,"28,264",,,
Holmes County, Ohio,39075,"43,960",,,
Huron County, Ohio,39077,"58,266",,,
Jackson County, Ohio,39079,"32,413",,,
Jefferson County, Ohio,39081,"65,325",,,
Knox County, Ohio,39083,"62,322",,,
Lake County, Ohio,39085,"230,149",,,
Lawrence County, Ohio,39087,"59,463",,,
Licking County, Ohio,39089,"176,862",,,
Logan County, Ohio,39091,"45,672",,,
Lorain County, Ohio,39093,"309,833",,,
Lucas County, Ohio,39095,"428,348",,,
Madison County, Ohio,39097,"44,731",,,
Mahoning County, Ohio,39099,"228,683",,,
Marion County, Ohio,39101,"65,093",,,
Medina County, Ohio,39103,"179,746",,,
Meigs County, Ohio,39105,"22,907",,,
Mercer County, Ohio,39107,"41,172",,,
Miami County, Ohio,39109,"106,987",,,
Monroe County, Ohio,39111,"13,654",,,
Montgomery County, Ohio,39113,"531,687",,,
Morgan County, Ohio,39115,"14,508",,,
Morrow County, Ohio,39117,"35,328",,,
Muskingum County, Ohio,39119,"86,215",,,
Noble County, Ohio,39121,"14,424",,,
Ottawa County, Ohio,39123,"40,525",,,
Paulding County, Ohio,39125,"18,672",,,
Perry County, Ohio,39127,"36,134",,,
Pickaway County, Ohio,39129,"58,457",,,
Pike County, Ohio,39131,"27,772",,,
Portage County, Ohio,39133,"162,466",,,
Preble County, Ohio,39135,"40,882",,,
Putnam County, Ohio,39137,"33,861",,,
Richland County, Ohio,39139,"121,154",,,
Ross County, Ohio,39141,"76,666",,,
Sandusky County, Ohio,39143,"58,518",,,
Scioto County, Ohio,39145,"75,314",,,
Seneca County, Ohio,39147,"55,178",,,
Shelby County, Ohio,39149,"48,590",,,
Stark County, Ohio,39151,"370,606",,,
Summit County, Ohio,39153,"541,013",,,
Trumbull County, Ohio,39155,"197,974",,,
Tuscarawas County, Ohio,39157,"91,987",,,
Union County, Ohio,39159,"58,988",,,
Van Wert County, Ohio,39161,"28,275",,,
Vinton County, Ohio,39163,"13,085",,,
Warren County, Ohio,39165,"234,602",,,
Washington County, Ohio,39167,"59,911",,,
Wayne County, Ohio,39169,"115,710",,,
Williams County, Ohio,39171,"36,692",,,
Wood County, Ohio,39173,"130,817",,,
Wyandot County, Ohio,39175,"21,772",,,
Adair County, Oklahoma,40001,"22,194",,,
Alfalfa County, Oklahoma,40003,"5,702",,,
Atoka County, Oklahoma,40005,"13,758",,,
Beaver County, Oklahoma,40007,"5,311",,,
Beckham County, Oklahoma,40009,"21,859",,,
Blaine County, Oklahoma,40011,"9,429",,,
Bryan County, Oklahoma,40013,"47,995",,,
Caddo County, Oklahoma,40015,"28,762",,,
Canadian County, Oklahoma,40017,"148,306",,,
Carter County, Oklahoma,40019,"48,111",,,
Cherokee County, Oklahoma,40021,"48,657",,,
Choctaw County, Oklahoma,40023,"14,672",,,
Cimarron County, Oklahoma,40025,"2,137",,,
Cleveland County, Oklahoma,40027,"284,014",,,
Coal County, Oklahoma,40029,"5,495",,,
Comanche County, Oklahoma,40031,"120,749",,,
Cotton County, Oklahoma,40033,"5,666",,,
Craig County, Oklahoma,40035,"14,142",,,
Creek County, Oklahoma,40037,"71,522",,,
Custer County, Oklahoma,40039,"29,003",,,
Delaware County, Oklahoma,40041,"43,009",,,
Dewey County, Oklahoma,40043,"4,891",,,
Ellis County, Oklahoma,40045,"3,859",,,
Garfield County, Oklahoma,40047,"61,056",,,
Garvin County, Oklahoma,40049,"27,711",,,
Grady County, Oklahoma,40051,"55,834",,,
Grant County, Oklahoma,40053,"4,333",,,
Greer County, Oklahoma,40055,"5,712",,,
Harmon County, Oklahoma,40057,"2,653",,,
Harper County, Oklahoma,40059,"3,688",,,
Haskell County, Oklahoma,40061,"12,627",,,
Hughes County, Oklahoma,40063,"13,279",,,
Jackson County, Oklahoma,40065,"24,530",,,
Jefferson County, Oklahoma,40067,"6,002",,,
Johnston County, Oklahoma,40069,"11,085",,,
Kay County, Oklahoma,40071,"43,538",,,
Kingfisher County, Oklahoma,40073,"15,765",,,
Kiowa County, Oklahoma,40075,"8,708",,,
Latimer County, Oklahoma,40077,"10,073",,,
Le Flore County, Oklahoma,40079,"49,853",,,
Lincoln County, Oklahoma,40081,"34,877",,,
Logan County, Oklahoma,40083,"48,011",,,
Love County, Oklahoma,40085,"10,253",,,
Major County, Oklahoma,40093,"7,629",,,
Marshall County, Oklahoma,40095,"16,931",,,
Mayes County, Oklahoma,40097,"41,100",,,
McClain County, Oklahoma,40087,"40,474",,,
McCurtain County, Oklahoma,40089,"32,832",,,
McIntosh County, Oklahoma,40091,"19,596",,,
Murray County, Oklahoma,40099,"14,073",,,
Muskogee County, Oklahoma,40101,"67,997",,,
Noble County, Oklahoma,40103,"11,131",,,
Nowata County, Oklahoma,40105,"10,076",,,
Okfuskee County, Oklahoma,40107,"11,993",,,
Oklahoma County, Oklahoma,40109,"797,434",,,
Okmulgee County, Oklahoma,40111,"38,465",,,
Osage County, Oklahoma,40113,"46,963",,,
Ottawa County, Oklahoma,40115,"31,127",,,
Pawnee County, Oklahoma,40117,"16,376",,,
Payne County, Oklahoma,40119,"81,784",,,
Pittsburg County, Oklahoma,40121,"43,654",,,
Pontotoc County, Oklahoma,40123,"38,284",,,
Pottawatomie County, Oklahoma,40125,"72,592",,,
Pushmataha County, Oklahoma,40127,"11,096",,,
Roger Mills County, Oklahoma,40129,"3,583",,,
Rogers County, Oklahoma,40131,"92,459",,,
Seminole County, Oklahoma,40133,"24,258",,,
Sequoyah County, Oklahoma,40135,"41,569",,,
Stephens County, Oklahoma,40137,"43,143",,,
Texas County, Oklahoma,40139,"19,983",,,
Tillman County, Oklahoma,40141,"7,250",,,
Tulsa County, Oklahoma,40143,"651,552",,,
Wagoner County, Oklahoma,40145,"81,289",,,
Washington County, Oklahoma,40147,"51,527",,,
Washita County, Oklahoma,40149,"10,916",,,
Woods County, Oklahoma,40151,"8,793",,,
Woodward County, Oklahoma,40153,"20,211",,,
Baker County, Oregon,41001,"16,124",,,
Benton County, Oregon,41003,"93,053",,,
Clackamas County, Oregon,41005,"418,187",,,
Clatsop County, Oregon,41007,"40,224",,,
Columbia County, Oregon,41009,"52,354",,,
Coos County, Oregon,41011,"64,487",,,
Crook County, Oregon,41013,"24,404",,,
Curry County, Oregon,41015,"22,925",,,
Deschutes County, Oregon,41017,"197,692",,,
Douglas County, Oregon,41019,"110,980",,,
Gilliam County, Oregon,41021,"1,912",,,
Grant County, Oregon,41023,"7,199",,,
Harney County, Oregon,41025,"7,393",,,
Hood River County, Oregon,41027,"23,382",,,
Jackson County, Oregon,41029,"220,944",,,
Jefferson County, Oregon,41031,"24,658",,,
Josephine County, Oregon,41033,"87,487",,,
Klamath County, Oregon,41035,"68,238",,,
Lake County, Oregon,41037,"7,869",,,
Lane County, Oregon,41039,"382,067",,,
Lincoln County, Oregon,41041,"49,962",,,
Linn County, Oregon,41043,"129,749",,,
Malheur County, Oregon,41045,"30,571",,,
Marion County, Oregon,41047,"347,818",,,
Morrow County, Oregon,41049,"11,603",,,
Multnomah County, Oregon,41051,"812,855",,,
Polk County, Oregon,41053,"86,085",,,
Sherman County, Oregon,41055,"1,780",,,
Tillamook County, Oregon,41057,"27,036",,,
Umatilla County, Oregon,41059,"77,950",,,
Union County, Oregon,41061,"26,835",,,
Wallowa County, Oregon,41063,"7,208",,,
Wasco County, Oregon,41065,"26,682",,,
Washington County, Oregon,41067,"601,592",,,
Wheeler County, Oregon,41069,"1,332",,,
Yamhill County, Oregon,41071,"107,100",,,
Adams County, Pennsylvania,42001,"103,009",,,
Allegheny County, Pennsylvania,42003,"1,216,045",,,
Armstrong County, Pennsylvania,42005,"64,735",,,
Beaver County, Pennsylvania,42007,"163,929",,,
Bedford County, Pennsylvania,42009,"47,888",,,
Berks County, Pennsylvania,42011,"421,164",,,
Blair County, Pennsylvania,42013,"121,829",,,
Bradford County, Pennsylvania,42015,"60,323",,,
Bucks County, Pennsylvania,42017,"628,270",,,
Butler County, Pennsylvania,42019,"187,853",,,
Cambria County, Pennsylvania,42021,"130,192",,,
Cameron County, Pennsylvania,42023,"4,447",,,
Carbon County, Pennsylvania,42025,"64,182",,,
Centre County, Pennsylvania,42027,"162,385",,,
Chester County, Pennsylvania,42029,"524,989",,,
Clarion County, Pennsylvania,42031,"38,438",,,
Clearfield County, Pennsylvania,42033,"79,255",,,
Clinton County, Pennsylvania,42035,"38,632",,,
Columbia County, Pennsylvania,42037,"64,964",,,
Crawford County, Pennsylvania,42039,"84,629",,,
Cumberland County, Pennsylvania,42041,"253,370",,,
Dauphin County, Pennsylvania,42043,"278,299",,,
Delaware County, Pennsylvania,42045,"566,747",,,
Elk County, Pennsylvania,42047,"29,910",,,
Erie County, Pennsylvania,42049,"269,728",,,
Fayette County, Pennsylvania,42051,"129,274",,,
Forest County, Pennsylvania,42053,"7,247",,,
Franklin County, Pennsylvania,42055,"155,027",,,
Fulton County, Pennsylvania,42057,"14,530",,,
Greene County, Pennsylvania,42059,"36,233",,,
Huntingdon County, Pennsylvania,42061,"45,144",,,
Indiana County, Pennsylvania,42063,"84,073",,,
Jefferson County, Pennsylvania,42065,"43,425",,,
Juniata County, Pennsylvania,42067,"24,763",,,
Lackawanna County, Pennsylvania,42069,"209,674",,,
Lancaster County, Pennsylvania,42071,"545,724",,,
Lawrence County, Pennsylvania,42073,"85,512",,,
Lebanon County, Pennsylvania,42075,"141,793",,,
Lehigh County, Pennsylvania,42077,"369,318",,,
Luzerne County, Pennsylvania,42079,"317,417",,,
Lycoming County, Pennsylvania,42081,"113,299",,,
McKean County, Pennsylvania,42083,"40,625",,,
Mercer County, Pennsylvania,42085,"109,424",,,
Mifflin County, Pennsylvania,42087,"46,138",,,
Monroe County, Pennsylvania,42089,"170,271",,,
Montgomery County, Pennsylvania,42091,"830,915",,,
Montour County, Pennsylvania,42093,"18,230",,,
Northampton County, Pennsylvania,42095,"305,285",,,
Northumberland County, Pennsylvania,42097,"90,843",,,
Perry County, Pennsylvania,42099,"46,272",,,
Philadelphia County, Pennsylvania,42101,"1,584,064",,,
Pike County, Pennsylvania,42103,"55,809",,,
Potter County, Pennsylvania,42105,"16,526",,,
Schuylkill County, Pennsylvania,42107,"141,359",,,
Snyder County, Pennsylvania,42109,"40,372",,,
Somerset County, Pennsylvania,42111,"73,447",,,
Sullivan County, Pennsylvania,42113,"6,066",,,
Susquehanna County, Pennsylvania,42115,"40,328",,,
Tioga County, Pennsylvania,42117,"40,591",,,
Union County, Pennsylvania,42119,"44,923",,,
Venango County, Pennsylvania,42121,"50,668",,,
Warren County, Pennsylvania,42123,"39,191",,,
Washington County, Pennsylvania,42125,"206,865",,,
Wayne County, Pennsylvania,42127,"51,361",,,
Westmoreland County, Pennsylvania,42129,"348,899",,,
Wyoming County, Pennsylvania,42131,"26,794",,,
York County, Pennsylvania,42133,"449,058",,,
Bristol County, Rhode Island,44001,"48,479",,,
Kent County, Rhode Island,44003,"164,292",,,
Newport County, Rhode Island,44005,"82,082",,,
Providence County, Rhode Island,44007,"638,931",,,
Washington County, Rhode Island,44009,"125,577",,,
Abbeville County, South Carolina,45001,"24,527",,,
Aiken County, South Carolina,45003,"170,872",,,
Allendale County, South Carolina,45005,"8,688",,,
Anderson County, South Carolina,45007,"202,558",,,
Bamberg County, South Carolina,45009,"14,066",,,
Barnwell County, South Carolina,45011,"20,866",,,
Beaufort County, South Carolina,45013,"192,122",,,
Berkeley County, South Carolina,45015,"227,907",,,
Calhoun County, South Carolina,45017,"14,553",,,
Charleston County, South Carolina,45019,"411,406",,,
Cherokee County, South Carolina,45021,"57,300",,,
Chester County, South Carolina,45023,"32,244",,,
Chesterfield County, South Carolina,45025,"45,650",,,
Clarendon County, South Carolina,45027,"33,745",,,
Colleton County, South Carolina,45029,"37,677",,,
Darlington County, South Carolina,45031,"66,618",,,
Dillon County, South Carolina,45033,"30,479",,,
Dorchester County, South Carolina,45035,"162,809",,,
Edgefield County, South Carolina,45037,"27,260",,,
Fairfield County, South Carolina,45039,"22,347",,,
Florence County, South Carolina,45041,"138,293",,,
Georgetown County, South Carolina,45043,"62,680",,,
Greenville County, South Carolina,45045,"523,542",,,
Greenwood County, South Carolina,45047,"70,811",,,
Hampton County, South Carolina,45049,"19,222",,,
Horry County, South Carolina,45051,"354,081",,,
Jasper County, South Carolina,45053,"30,073",,,
Kershaw County, South Carolina,45055,"66,551",,,
Lancaster County, South Carolina,45057,"98,012",,,
Laurens County, South Carolina,45059,"67,493",,,
Lee County, South Carolina,45061,"16,828",,,
Lexington County, South Carolina,45063,"298,750",,,
Marion County, South Carolina,45067,"30,657",,,
Marlboro County, South Carolina,45069,"26,118",,,
McCormick County, South Carolina,45065,"9,463",,,
Newberry County, South Carolina,45071,"38,440",,,
Oconee County, South Carolina,45073,"79,546",,,
Orangeburg County, South Carolina,45075,"86,175",,,
Pickens County, South Carolina,45077,"126,884",,,
Richland County, South Carolina,45079,"415,759",,,
Saluda County, South Carolina,45081,"20,473",,,
Spartanburg County, South Carolina,45083,"319,785",,,
Sumter County, South Carolina,45085,"106,721",,,
Union County, South Carolina,45087,"27,316",,,
Williamsburg County, South Carolina,45089,"30,368",,,
York County, South Carolina,45091,"280,979",,,
Aurora County, South Dakota,46003,"2,751",,,
Beadle County, South Dakota,46005,"18,453",,,
Bennett County, South Dakota,46007,"3,365",,,
Bon Homme County, South Dakota,46009,"6,901",,,
Brookings County, South Dakota,46011,"35,077",,,
Brown County, South Dakota,46013,"38,839",,,
Brule County, South Dakota,46015,"5,297",,,
Buffalo County, South Dakota,46017,"1,962",,,
Butte County, South Dakota,46019,"10,429",,,
Campbell County, South Dakota,46021,"1,376",,,
Charles Mix County, South Dakota,46023,"9,292",,,
Clark County, South Dakota,46025,"3,736",,,
Clay County, South Dakota,46027,"14,070",,,
Codington County, South Dakota,46029,"28,009",,,
Corson County, South Dakota,46031,"4,086",,,
Custer County, South Dakota,46033,"8,972",,,
Davison County, South Dakota,46035,"19,775",,,
Day County, South Dakota,46037,"5,424",,,
Deuel County, South Dakota,46039,"4,351",,,
Dewey County, South Dakota,46041,"5,892",,,
Douglas County, South Dakota,46043,"2,921",,,
Edmunds County, South Dakota,46045,"3,829",,,
Fall River County, South Dakota,46047,"6,713",,,
Faulk County, South Dakota,46049,"2,299",,,
Grant County, South Dakota,46051,"7,052",,,
Gregory County, South Dakota,46053,"4,185",,,
Haakon County, South Dakota,46055,"1,899",,,
Hamlin County, South Dakota,46057,"6,164",,,
Hand County, South Dakota,46059,"3,191",,,
Hanson County, South Dakota,46061,"3,453",,,
Harding County, South Dakota,46063,"1,298",,,
Hughes County, South Dakota,46065,"17,526",,,
Hutchinson County, South Dakota,46067,"7,291",,,
Hyde County, South Dakota,46069,"1,301",,,
Jackson County, South Dakota,46071,"3,344",,,
Jerauld County, South Dakota,46073,"2,013",,,
Jones County, South Dakota,46075,903,,,
Kingsbury County, South Dakota,46077,"4,939",,,
Lake County, South Dakota,46079,"12,797",,,
Lawrence County, South Dakota,46081,"25,844",,,
Lincoln County, South Dakota,46083,"61,128",,,
Lyman County, South Dakota,46085,"3,781",,,
Marshall County, South Dakota,46091,"4,935",,,
McCook County, South Dakota,46087,"5,586",,,
McPherson County, South Dakota,46089,"2,379",,,
Meade County, South Dakota,46093,"28,332",,,
Mellette County, South Dakota,46095,"2,061",,,
Miner County, South Dakota,46097,"2,216",,,
Minnehaha County, South Dakota,46099,"193,134",,,
Moody County, South Dakota,46101,"6,576",,,
Oglala Lakota County, South Dakota,46102,"14,177",,,
Pennington County, South Dakota,46103,"113,775",,,
Perkins County, South Dakota,46105,"2,865",,,
Potter County, South Dakota,46107,"2,153",,,
Roberts County, South Dakota,46109,"10,394",,,
Sanborn County, South Dakota,46111,"2,344",,,
Spink County, South Dakota,46115,"6,376",,,
Stanley County, South Dakota,46117,"3,098",,,
Sully County, South Dakota,46119,"1,391",,,
Todd County, South Dakota,46121,"10,177",,,
Tripp County, South Dakota,46123,"5,441",,,
Turner County, South Dakota,46125,"8,384",,,
Union County, South Dakota,46127,"15,932",,,
Walworth County, South Dakota,46129,"5,435",,,
Yankton County, South Dakota,46135,"22,814",,,
Ziebach County, South Dakota,46137,"2,756",,,
Anderson County, Tennessee,47001,"76,978",,,
Bedford County, Tennessee,47003,"49,713",,,
Benton County, Tennessee,47005,"16,160",,,
Bledsoe County, Tennessee,47007,"15,064",,,
Blount County, Tennessee,47009,"133,088",,,
Bradley County, Tennessee,47011,"108,110",,,
Campbell County, Tennessee,47013,"39,842",,,
Cannon County, Tennessee,47015,"14,678",,,
Carroll County, Tennessee,47017,"27,767",,,
Carter County, Tennessee,47019,"56,391",,,
Cheatham County, Tennessee,47021,"40,667",,,
Chester County, Tennessee,47023,"17,297",,,
Claiborne County, Tennessee,47025,"31,959",,,
Clay County, Tennessee,47027,"7,615",,,
Cocke County, Tennessee,47029,"36,004",,,
Coffee County, Tennessee,47031,"56,520",,,
Crockett County, Tennessee,47033,"14,230",,,
Cumberland County, Tennessee,47035,"60,520",,,
Davidson County, Tennessee,47037,"694,144",,,
Decatur County, Tennessee,47039,"11,663",,,
DeKalb County, Tennessee,47041,"20,490",,,
Dickson County, Tennessee,47043,"53,948",,,
Dyer County, Tennessee,47045,"37,159",,,
Fayette County, Tennessee,47047,"41,133",,,
Fentress County, Tennessee,47049,"18,523",,,
Franklin County, Tennessee,47051,"42,208",,,
Gibson County, Tennessee,47053,"49,133",,,
Giles County, Tennessee,47055,"29,464",,,
Grainger County, Tennessee,47057,"23,320",,,
Greene County, Tennessee,47059,"69,069",,,
Grundy County, Tennessee,47061,"13,427",,,
Hamblen County, Tennessee,47063,"64,934",,,
Hamilton County, Tennessee,47065,"367,804",,,
Hancock County, Tennessee,47067,"6,620",,,
Hardeman County, Tennessee,47069,"25,050",,,
Hardin County, Tennessee,47071,"25,652",,,
Hawkins County, Tennessee,47073,"56,786",,,
Haywood County, Tennessee,47075,"17,304",,,
Henderson County, Tennessee,47077,"28,117",,,
Henry County, Tennessee,47079,"32,345",,,
Hickman County, Tennessee,47081,"25,178",,,
Houston County, Tennessee,47083,"8,201",,,
Humphreys County, Tennessee,47085,"18,582",,,
Jackson County, Tennessee,47087,"11,786",,,
Jefferson County, Tennessee,47089,"54,495",,,
Johnson County, Tennessee,47091,"17,788",,,
Knox County, Tennessee,47093,"470,313",,,
Lake County, Tennessee,47095,"7,016",,,
Lauderdale County, Tennessee,47097,"25,633",,,
Lawrence County, Tennessee,47099,"44,142",,,
Lewis County, Tennessee,47101,"12,268",,,
Lincoln County, Tennessee,47103,"34,366",,,
